ConfirmDate,start,end,Amnat Charoen,Bangkok,Buriram,Chachoengsao,Chaiyaphum,Chanthaburi,Chiang Mai,Chiang Rai,Chonburi,Chumphon,Kalasin,Kanchanaburi,Khon Kaen,Krabi,Lampang,Lamphun,Loei,Lopburi,Mae Hong Son,Maha Sarakham,Mukdahan,Nakhon Nayok,Nakhon Pathom,Nakhon Phanom,Nakhon Ratchasima,Nakhon Sawan,Nakhon Si Thammarat,Narathiwat,Nong Bua Lamphu,Nong Khai,Nonthaburi,Pathum Thani,Pattani,Phang Nga,Phatthalung,Phayao,Phetchabun,Phetchaburi,Phitsanulok,Phra Nakhon Si Ayutthaya,Phrae,Phuket,Prachinburi,Prachuap Khiri Khan,Ratchaburi,Rayong,Roi Et,Sa Kaeo,Sakon Nakhon,Samut Prakan,Samut Sakhon,Samut Songkhram,Saraburi,Satun,Sisaket,Songkhla,Sukhothai,Suphan Buri,Surat Thani,Surin,Tak,Trang,Ubon Ratchathani,Udon Thani,Unknown,Uthai Thani,Uttaradit,Yala,Yasothon,Thailand
2020-04-10,2020-04-03,2020-04-09,1.0769813025600108,0.616480242168675,0.8288334222666718,0.9388281678588576,1.3349363201230107,1.2152321564834971,0.6610000348094476,0.7298383916990795,0.9095047664187318,1.3096288999499022,1.0729058019219395,1.0765970459950127,1.049335242449591,0.9942728566622214,1.2546461905697535,0.8313729553395438,1.2139997973321732,1.2161723373005484,1.1575645563247123,1.216105503427965,1.2064889201354947,1.0776351672064424,0.9810686197330732,1.1857377348295748,1.2104208421499694,1.5389840711442766,1.1969913385510846,0.9190271085508116,1.0596904915710954,0.8676274019781094,1.009634828660615,0.9402113448622704,1.6200574866812223,1.351351351351318,1.4023050394799892,1.3301984611199003,1.2161752218881157,1.0773951474913608,1.1643042797684813,1.1850622238880024,1.2162025577542486,0.8802743065247358,1.3970911454091626,0.7594348402251343,1.207357729954253,1.1933899388918272,1.2153425296092264,1.1542824855773124,1.202428500956817,0.5663311367978652,0.9714034857670916,1.077636424758229,1.0998546261012718,2.357414567228707,0.9591532986687603,0.9989213310459145,1.2162023569395783,1.1719063436988946,1.1662547251782271,1.0135614344291424,1.1903847771682454,1.2906301888673988,1.0662092848231395,1.1904188573599168,0.6169456638551816,1.2159089031998866,1.026096459023144,1.1591568163060886,1.2161770395170446,0.7536536296093302
2020-04-11,2020-04-04,2020-04-10,1.111202817133557,0.6522837034184302,0.9288104644186381,0.9556156122691716,1.2954752598156434,1.2158560956150555,0.7320921220601571,0.8215270322532122,0.7957659598632603,1.3028440699967625,1.0775494564418509,1.1110569425175831,1.0669760010488276,1.0058298797580818,1.1222025899544399,0.9237756003067841,1.215377137199547,1.21620095601022,1.1911646930406024,1.2161770395170446,1.2124839446468527,1.1114590244417737,1.0535471297189571,1.2026596335037538,1.1905880426146824,1.5723208853563229,1.2282419242558453,0.6650387436570115,1.1271775761055083,0.8772004521446733,0.6784852581574414,0.8808437660777125,1.7494366861528972,1.3434890950606166,1.3180588898903807,1.3349363201230107,1.2162021022436926,1.1113670131289919,1.1388354005349512,1.0692587473287267,1.216211513696741,0.8519572015912071,1.4818029202613061,0.7663305617190268,1.212794400330498,1.0724798745891624,1.2158951915268927,1.1608213351958279,1.195355773282102,0.553435705496711,0.9604838686139846,1.111459475894705,1.149629565699211,1.5221221417542121,1.0707512668500638,1.1649078795728074,1.2162114470295398,0.8886792882273787,1.0846011762662884,1.0704157860190024,1.07139941074845,1.1451006983869356,1.1197748360772517,1.0715027696731247,0.6872332359978738,1.216105503427965,1.117450494944273,1.0333896060977499,1.2162025577542486,0.7405523762780906
2020-04-12,2020-04-05,2020-04-11,1.1546892282453982,0.6565075725358058,1.0309026904569505,0.7723006199611373,1.2480273057571958,1.2160871458948252,0.5702753592481964,0.9580758828923708,0.563482334775498,1.2642829150641022,1.111426740704763,1.1546339554176734,1.1067752513159101,0.9678068084827118,0.8391377455179836,1.0364272677077981,1.3510081135880587,1.216210973137351,1.2061865026282288,1.2162025577542486,1.2148292296529648,1.1547888772809167,1.1027728855979066,1.2106112232974622,1.0748783252369327,1.4306739157207387,1.3589251671111842,0.7033539976686851,1.1728105741836816,0.9479417809760893,0.5158594983686065,0.9193446305939487,1.594869785608579,1.2985887464262993,1.0405273998413374,1.2954752598156434,1.2162114087574136,1.1547537211035714,1.1333643519539074,0.9637858687987284,1.216214614436181,0.6279803488500407,1.2961654893639256,0.7896833087285166,1.2149377183261096,1.0773897288338439,1.2161007819044884,1.0596619361359931,1.0731452133072936,0.380702834969365,1.363737686123902,1.1547890404188632,1.1836049856398654,1.2306913133759085,1.1456263588046862,1.1607345404403298,1.216214592440902,0.8924112275349869,1.0845297394869957,1.0112542016546016,1.0769705923717983,1.1142232126750484,1.1560028847817414,1.077036080557018,0.8373986363940032,1.2161770395170446,1.1711882512808502,1.1530565632673533,1.216211513696741,0.6804240543223798
2020-04-13,2020-04-06,2020-04-12,1.1857004970398959,0.6686609049499325,1.1155834687100223,0.8246239789299915,1.2177161895755746,1.2161707356361195,0.6512570828930233,1.0764903630450884,0.5729620682861807,1.332494449548936,1.1547767209172268,1.1856803197283408,1.1528024518358486,1.0065024376670813,0.8502068378675497,1.1234670856815687,1.4777036059317783,1.216214433481377,1.212373910286486,1.216211513696741,1.2157131438983844,1.185737677661932,1.130539600012949,1.3489037848475585,1.0699438037119424,1.2875682117400882,1.3350604488386653,0.7508547703490198,1.1971648570312297,1.0487594412901853,0.48418907221317214,0.9262817712424315,1.3444284832055469,1.2491108429768576,0.8198905741628097,1.2480273057571958,1.2162145938337017,1.185724752350788,1.1453483626531762,0.9945771220074754,1.2162156756526161,0.698655672254321,1.1967139049542248,0.8966805635047199,1.215750460363392,1.111365056558237,1.2161754313172652,0.9602167739386329,1.077636424758229,0.3974387464210933,1.4258157381359187,1.1857377348295748,1.2018299461956172,1.206642490849696,1.185473618088725,1.1408184700912725,1.2162156684360026,0.9549711017621622,0.8424678532127245,1.0477032934175905,1.1111988916258608,1.121885758875734,1.0577917027368022,1.1112324148002304,0.9795447099069045,1.2162025577542486,1.1974118851521467,1.1438833650468518,1.216214614436181,0.6995243276897732
2020-04-14,2020-04-07,2020-04-13,1.2026462778318843,0.6517299682967624,1.1685655148398808,0.916800892863052,1.2022966461822306,1.2162004154602148,0.7740014904472023,1.150825832361602,0.5016740746191779,1.1888234062668597,1.1857332630216215,1.202639173214037,1.1849444598699486,0.9706203546265436,0.9257101201526009,1.1740943319477979,1.5495442507790862,1.2162156155083546,1.214790142256527,1.216214614436181,1.2160372266178032,1.2026596140802068,1.1440157405068987,1.3425727556309872,0.9933004454389491,1.206882982777656,2.0945646664792172,0.8607944971360152,1.208423830823937,1.129111037797173,0.5838360739541925,0.9751335230404441,1.3437098634888156,1.3399028911840352,0.834975302044124,1.2177161895755746,1.2162156731259888,1.2026550352333334,1.0518536640497647,1.0599342772145883,1.2162160352609057,0.816590899606169,1.1482021847688315,1.0086827609695819,1.2160499072182427,1.1547530105675945,1.216202015071438,0.9930865905391855,1.111459475894705,0.5826267671682797,1.3681251052937364,1.2026596335037538,1.210301970730548,1.1819162367639888,1.20375635034116,1.097901498825732,1.2162160329049576,0.9401896110427486,0.8659723733124327,1.0976101465303498,1.1546877844304078,1.1477734565864663,1.0713338148467324,1.1547032509112751,1.2115524796165642,1.216211513696741,1.2088062628250467,1.302620134616177,1.2162156756526161,0.7687006418620226
2020-04-15,2020-04-08,2020-04-14,1.2106065640216477,0.6948664325065559,1.195717090780277,1.0244542189857129,1.1953098393866282,1.2162107921836307,0.9245737665923631,1.1885097005703427,0.6040131687739746,1.2534127788433305,1.2026580665554216,1.2106041243401808,1.335954525492704,0.7585361150360861,1.0270298412652281,1.1986583989382738,1.4371685747723348,1.2162160153970056,1.215699496733343,1.2162156756526161,1.2161535287981704,1.2106112168340477,0.8624427073788573,1.2982734279350627,0.9241862502786398,1.1685477051216833,1.9439260002314747,0.8472308298137037,1.2131803884705359,1.176420569869188,0.45970229080435965,0.9676531681634902,1.0354027264882406,1.3158196187009248,0.7138976487423554,1.2022966461822306,1.2162160357108192,1.2106096362471932,1.0631594290644677,1.1272767283864953,1.2162161560718712,0.6047183239995948,1.1367497585289537,1.1028657746445303,1.2161577954363063,1.1857245022824923,1.216211332049648,1.059293920325025,1.1547890404188632,0.6627371639433856,1.271685131957157,1.2106112232974622,1.2139014765891543,0.3517731326116265,1.2114043192549464,0.5689543722166871,1.2162161553062139,1.008503351161321,0.9402341171870672,1.1487020312064862,1.185699983262251,1.1686647427880208,1.108855770624205,1.1857064902777457,1.2791605005576776,1.216214614436181,1.2134104460122774,0.8816131964984432,1.2162160352609057,0.6585103812188923
2020-04-16,2020-04-09,2020-04-15,1.2140118103798243,0.7759361511288979,1.207951954171725,1.1056704650893676,1.0731309181292301,1.2162143733372384,0.9439918627018582,1.2052137244283805,0.5613812689276497,1.7500438952026525,1.2106106874823852,1.2140109860494928,1.3372129191921904,0.8031285535762832,0.9955079226539426,1.2093031462244135,1.31637535697492,1.2162161495484693,1.2160325254823858,1.2162160352609057,1.2161945490762955,1.2140134042390855,0.875175431396931,1.2490057379068118,0.9738559423577573,1.063152725529054,1.5938563934691934,0.9144915650755276,1.2150743823416885,1.1995502327640155,0.47501744241999677,0.7376099957697437,0.6571074065942086,1.2692731054428261,0.7189343831572114,1.1953098393866282,1.216216156601179,1.214012867755595,0.9868211033752101,1.1728484963113608,1.2162161963522804,0.6151733489890866,1.1365514661721836,1.1623783585972793,1.216195972745218,1.202654949942818,1.2162145540675073,1.1270101991693466,1.1857377348295748,0.7665284962460418,1.2093273098204047,1.2140134063628027,1.215342167526278,0.35026775116873105,1.2144201615657395,0.572216810651695,1.2162161961044717,1.0780538466984315,1.0368858172833315,1.1832433131825644,1.2026461008920952,1.0625390882562424,1.1537341867193838,1.2026486536402117,1.2730971104101851,1.2162156756526161,1.2151841977473097,0.8673686132140241,1.2162161560718712,0.6524926590630282
2020-04-17,2020-04-10,2020-04-16,1.2153812934467885,0.8710412880849764,1.2130308862026795,1.0369878015886418,1.07763147528269,1.216215595644468,1.0174905733983557,1.2120321654840243,0.6723513767623372,1.8797710444658802,1.2140132259902425,1.2153810179419549,1.4259171874237972,0.9005575545964751,1.0421353728124318,1.2135994572777655,1.233076359707089,1.2162161942208494,1.216151927183282,1.2162161560718712,1.2162088109045959,1.2153818325766412,0.947065384620901,1.2180581693645223,1.0495224682550166,0.7955777549745967,1.254796811818222,0.9167109870629371,1.2157980590019317,1.2096300541366167,0.3573628911598923,0.7706778368526036,0.6749752073964631,1.1120677721034922,0.8176215500325261,1.0731309181292301,1.2162161966385125,1.2153816525618302,1.0274727955394731,1.1971786150079102,1.2162162096927838,0.6051608425922078,0.8754848822974447,1.193034406349925,1.2162092825384236,1.2106096077683297,1.2162156557162875,1.1727446257311431,1.2026596335037538,0.5520141881292907,1.177890893478315,1.215381833268908,1.2158950710773622,0.42399525571472163,1.2155626977116138,0.6511730402020172,1.2162162096128772,1.1397233517008132,1.0003527867814426,1.2016957476320838,1.2106065044308703,1.0732203667209095,1.1853310955387601,1.2106074592873586,1.2397185749955515,1.2162160352609057,1.2158449830013167,0.7587772645810008,1.2162161963522804,0.6626766824725978
2020-04-18,2020-04-11,2020-04-17,1.2159087223360419,1.0506619163771582,1.2150279061962361,1.0625339557397295,1.1114576867124386,1.2162160088736051,1.084641036422058,1.2146731467566734,0.6501789939417686,1.6242770416155494,1.2153817731838292,1.2159086309981033,1.3657532212954842,1.3614041545108497,1.0957340532662294,1.2152538304413396,1.1890881562511968,1.2162162089995665,1.2161940085319858,1.2162161963522804,1.2162137096626997,1.2159089029754824,1.0483710945792655,1.2024164854584798,1.1224198831322172,0.8217134478268645,1.1343888476417319,0.9763614596207733,1.2160662716005364,1.2137159588859916,0.49541566381113367,0.5484358649964035,0.5245745275047287,1.091564709197654,0.8476212985828899,1.07763147528269,1.216216209819507,1.2159088430859621,1.0852532032222981,1.2084286519587908,1.2162162140847552,0.561246484719074,0.7978201967904858,1.2068724999912108,1.216213864923113,1.2140128583692062,1.216216028714214,1.1971403389286335,1.2106112232974622,0.6178023126331732,1.163697278670506,1.2159089031998866,1.2161007421117918,0.5810220495083946,1.215983131436776,0.29422047094498643,1.2162162140590782,1.1794653471764356,1.044416704769888,1.2102538554495652,1.2140117905878602,1.1096146408948901,1.2025098134092667,1.2140121364569263,1.214685666003319,1.2162161560718712,1.2160850378675647,0.8104812971701494,1.2162162096927838,0.7112099107322782
2020-04-19,2020-04-12,2020-04-18,1.2161054432945997,1.1780393282961643,1.2157838132322778,1.1051630120646723,1.1547883899427904,1.2162161474170383,1.143380830740206,1.2156601312128947,0.9925902349111126,1.4402275845679082,1.215908883338555,1.2161054132097173,1.292275551986543,1.4632928291563334,1.1481066343135657,1.2158700385634769,1.0712083638784455,1.2162162138602373,1.2162086299515191,1.2162162096927838,1.216215374931368,1.2161055033555384,1.1289511131464156,1.1953516849507178,1.1707848881738103,0.910363324937144,1.0322435629444058,0.8852171336345322,1.2161633613796816,1.215294562161137,0.6550484476745626,0.6252964201054808,0.6065337333090154,1.1093898285879535,0.9514805180596267,1.1114576867124386,1.2162162141357735,1.2161054835676754,1.1422769074208063,1.213182042112825,1.2162162155229688,0.5482275171696476,0.8604788872084892,1.2126171320923689,1.2162154257578122,1.215381649493588,1.2162161539329739,1.208415061340923,1.2140134063628027,0.7312742362191276,0.8682848825027777,1.216105503427965,1.216175418248046,0.7770582622785903,1.2161344239987844,0.3499896465123366,1.2162162155147416,1.2002106946955262,1.096754085770372,1.2138846152585556,1.2153812869323393,1.1540350015072747,1.2105577652417419,1.2153814094051694,1.2011996008534553,1.2162161963522804,1.2161705395480888,0.7118582566306733,1.2162162140847552,0.7969792340531412
